Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,0.361524663,0.384778013,0.63054061,0.015482422,0.110266562,0.401253918,0.097510894,0.099071207,0.105769231,0.383186252,0.440883281,0.340461216,0.102409639,0.350746269,0.094488189,0.051724138,0.322869955,0,0.473988439,0.208333333,0.154194558,0.424389268,0.301205622,0.924413383,0.118811881,0.262951334,0.13511807,0.179076916,0.149591452,0.3,0.136914165,0.815140717,0.839116412,0.566722975,0.773362775,0.605743059,0.942078739,0.287466172,0,0.295513162,0.389848884,0.201536137,0.23491613,0.027747832,0.252626755,0.144951425,0.225623366,0.285647172,0.326815132,0,0.231849497,0
1,0.589187764,0.489546629,0.495003843,0.0049765,0.118513277,0.545454545,0.122806854,0.306668731,0.126923077,0.675801208,0.18086225,0.246540881,0.362541073,0.343426368,0.478740157,1,0.376681614,0.092506938,0.36416185,0.5,0.068934014,0.240649756,0.053547791,0.65179777,0.400990099,0.070643642,0.092183356,0.17114907,0.08884978,0.666666667,0.360189573,1,0.83641635,0.408642939,0.833701825,0.617026213,1,0.384166457,0,0.293924953,0.174366847,0.048803275,0.430378023,0,0.235978821,0.661340604,0.222464587,0.292349295,0.372612462,0.516266174,0.407927305,0.422880869
2,0.58679578,0.421423538,0.529490136,0.009953,0.204483885,0.581504702,0.474092044,0.312134572,1,0.611936832,0.357939012,0.197903564,0.429901424,0.305970149,0.503937008,0.207439655,0.565022422,0.221554117,0.768786127,0.388888889,0.009070068,0.26504,0.053547791,0.428749442,0.445544554,0.173684458,0.046723071,0.011133443,0.162162162,0.22,0.521327014,0.809650191,0.836975188,0.15405535,0.697238033,0.602161568,0.925493851,0.427774544,0,0.277659135,0.217224141,0.20873602,0.450763718,0.054686446,0.287408692,0.566236998,0.293478629,0.012780892,0.388511013,0.709134229,0.433900826,0.428551905
3,0.547743588,0.385717642,0.693825263,0,0.237142939,0.663009404,0.205744431,0.265335397,0.305769231,0.839294008,0.351209253,0.167714885,0.229463308,0.350746269,0.384251969,0.845905172,0.614349776,0.111933395,0.50867052,0.430555556,0.009070068,0.762600976,0.053547791,0.614623048,0,0.113814757,0.142048238,0.081823396,0.483972344,0.433333333,0.394944708,0.919582613,0.720010232,0.147245324,0.826485564,0.596003414,0.951446454,0.489476678,0,0.329110364,0.255516123,0.113928573,0.334995158,0.213161937,0.287034169,1,0.123298615,0.236847461,0.247760546,0.56422333,0.490325063,0.463261466
4,0.525635629,0.387596899,0.578273123,0.096212333,0.312078312,0.801724138,0.390248715,0.573717234,0.188461538,0.616813748,0.459831756,0.197903564,0.928258488,0.323383085,0.793700787,0.140086207,0.780269058,0.42506938,0.554913295,0.652777778,0.369614286,0.235771707,0.053547791,0.819084015,0.148514851,0.078492936,0.583723955,1,0.218730358,0,0.65824118,0.948152705,0.837640016,0.017829365,0.938276633,0.613823217,0.871423255,0.497142379,0,0.317582254,0.299586286,0.021413055,0.245425831,0.369176084,0.241045885,0.714184265,0.357736393,0.170822257,0.452863237,0.658220657,0.432728036,0.425298483
5,0.520869477,0.383368569,0.477714579,0.0547415,0.233501748,0.888714734,0.333537332,0.32972549,0.046153846,0.674872271,0.331019979,0.540880503,0.569550931,0.514925373,0.746456693,0.228448276,0.892376682,0.157261795,0.589595376,1,0.081632653,0.224390244,0.261044177,0.687732342,0.594059406,0.078492936,0.046723071,0.902289308,0.14707731,0.1,0.616113744,0.883139358,0.8314905,0.383305356,0.666044357,0.605000258,0.75317647,0.431625317,0,0.280024423,0.153870163,0.152944926,0.248519837,0.429120574,0.275392577,0.618599631,0.730729444,0.046465313,0.353644306,0.646064584,0.377529099,0.371202102
6,0.542534984,0.366925065,0.733282091,0.049765,0.106795825,0.824339812,0.328641371,0.213700722,0.207692308,0.588481189,0.581955836,0.371907757,0.161555312,0.373134328,0.280314961,0.802801724,0.820627803,0.455134135,0.624277457,0.597222222,0.510204082,0.592682927,0.080321285,0.550185874,0.118811881,0.196232339,0.139166309,0.070724413,0.178277813,0.52,0.535369493,0.949702379,0.861187744,0.372986331,0.425960482,0.599832632,0.935045783,0.467892456,0,0.276318898,0.631892964,0.110492258,0.548411761,0.257290051,0.202392179,0.339769128,0.093399506,0.425114714,0.198538875,0.794926063,0.43666331,0.606801
7,0.705270053,0.39934226,0.522931079,0.199059999,0.058092788,0.39184953,0.415544676,0.228348194,0.444423077,0.543892243,0.126182965,0.140880503,0.197152245,0.400497512,0.103937008,0.043103448,0.493273543,0.220629047,0.63583815,0.486111111,0.040816327,0.190243902,0.15060241,0.657992565,0.059405941,0.90266876,0.147745928,0.055529376,0.067881835,0.48,0.240477444,0.743880401,0.86969869,0,0,0.597636866,0.94778844,0.507755365,0,0.286315328,0.183184484,0.275017696,0.988622155,0.257822481,0.427651044,0.893033554,0.113106472,0.262705174,0.568328888,0.627518662,0.431844893,0.448331834
8,0.54075554,0.605825699,1,0.061376833,0.231067637,0.598746082,0.606100367,0.325393189,0.181730769,0.856943799,0.188643533,0.476310273,0.220153341,0.748756219,0.368503937,0,0.556053812,0.442183164,1,0.236111111,0.510204082,0.204878049,0.435742972,0.43866171,0.118811881,0.141287284,0,0.088297803,0.29415462,0.54,0.507284536,0.665192768,0.882808907,0.542905922,0.771112014,0.606836739,0.783241894,0.509720529,0,0.279373156,0.10756874,0.329151729,0.336659484,0.233725548,0.203339897,0.733211502,0.093501104,0.451293104,0.34608547,0.396626929,0.563235407,0.301790743
9,0.526853333,0.555320648,0.244427364,0.038153166,0.213169272,0.203761755,0.60244798,0.393743034,0.538461538,0.413376684,0,0.193710692,0.101314348,0.378109453,0.264566929,0.495689655,0.165919283,0.276595745,0.634682081,0.097222222,0.258503401,0.534146341,0.234939759,0.289962825,0.356435644,0.306122449,0.508711453,0.782419126,0.022627278,0.24,0.124626997,0.890311394,0.883731248,0.479610243,0.425948408,0.602561348,0.913530571,0.495524333,0,0.278021076,0.183963414,0.0537968,0.588980387,0.342134027,0.184557305,0.307642275,0.157489478,0.364989462,1,0.453132233,1,0.519287488
10,0.563294082,0.693211182,0.352036895,0.065523916,0.148541628,0.525862069,0.454100367,0.454795666,0.069230769,0.510450534,0.147423764,0.435639413,0.216319825,0.445273632,0.330708661,0.211206897,0.488789238,0.166512488,0.682080925,0.013888889,0.380952381,0.190243902,0.488955823,0.431226766,0.118811881,0.039246468,0.249385023,0.092553576,0.090509114,0.14,0.354572582,0.803931,0.890202942,0.917817057,0.857873125,0.595631795,0.869791285,0.421141517,0,0.278728057,0.12923836,0.217080885,0,0.209933948,0,0.309125538,0.249388102,0,0.487634479,0.664538006,0.891730153,0.450009857
11,0.345473021,0.689922481,0.491673072,0.045617916,0.238612051,0.800940439,0.476744186,0.429465015,0.157692308,0,0.330389064,0.337386331,0.232749179,0.278606965,0.103937008,0.059267241,0.708520179,0.221091582,0.572254335,0.416666667,0.588435374,0.512195122,0.345046586,1,0.237623762,0.102040816,0.087132214,0.052622499,0.438717788,0.933333333,0.554677901,0.693691262,0.754647291,0.735983634,0.769261621,0.588059753,0.955709077,0.435970061,0,0.282199723,0.280458748,0.279653675,0.341801805,0.246231636,0.225863848,0.426645297,0.083852356,0.196171993,0.632387034,0.531229056,0.491453266,0.324233758
12,0.419960497,0.787408973,0.355623879,0.120265416,0.360640291,0.340125392,0.189718482,0.325273271,0.044230769,0.195076637,0.206729758,0.13081761,0.112267251,0.2039801,0.377952756,0.064655172,0.210762332,0.111933395,0.387283237,0.194444444,0.081632653,0.043902439,0,0.200743494,0,0.239403454,0.271140295,0.112874123,0.098994343,0.1,0.142180095,0.690474221,0.887156212,0.611616304,0.605978986,0.604404598,0.888133316,0.198774313,0,0.300911315,0.077074851,0.382649812,0.321817535,0.079947666,0.234229078,0,0.277723216,0.209885732,0.427573302,0.176042292,0.384286395,0.136568123
13,0.514297364,0.374442095,0.590571355,0.108653583,0.366353735,0.357366771,0.365361077,0.8586613,0.069230769,0.320947515,0.416403785,0.317539958,0.221796276,0.179104478,0.003149606,0.323275862,0.457399103,0.61147086,0.706936416,0.416666667,0.370748299,0.243902439,0.521418474,0.706319703,0,0.156985871,0.686904155,0.503188368,0.276555625,0.793333333,0.275583641,0.659067387,0.879991375,0.649130868,0.681088282,0.580021892,0.918198403,0.382718754,0,0.295603493,0.055782946,0.405611944,0.545090959,0.140502607,0.236390022,0.319016486,0.184967165,0.417603413,0.341724466,0.572507629,0.502059801,0.532604448
14,0.594180804,1,0.694081476,0.098700583,0.621342632,0.480407524,0.692778458,0.383423323,0.057692308,0.563167673,0.235541535,0.188120084,0.515881709,0.31840796,0.305511811,0.139008621,0.470852018,0.888991674,0.271676301,0.319444444,0.06122449,0.317073171,0.378179116,0.82527881,0.237623762,0.070643642,0.387465589,0.207639462,0.18353237,0.4,0.396700018,0.413010985,0.780531197,0.645584731,0.803762189,0.597048738,0.947894044,0.408442452,0,0.276282825,0.468099842,0.595001286,0.358059541,0.47766163,0.435784999,0.473856688,0.30430807,0.162886344,0.370984411,0.910257431,0.416294776,0.633872779
15,0.489565911,0.558609349,0.668716372,0.116118333,0.320575089,0.671630094,0.529193635,0.191911249,0.153846154,0.823269856,0.409043113,0.406149434,0.228368018,0.333333333,1,0.564655172,0.479820628,0.222941721,0.913294798,0.347222222,0,0.16097561,0.056893976,0.565055762,0.118811881,0.105965463,0.219724713,0.058964776,0.408548083,0.6,0.735474811,0.721913987,0.82324185,0.562390576,0.418146468,0.584464945,0.958294856,0.447790148,0,0.259821664,0.112882994,0.32179293,0.489328902,0.28397146,0.239688392,0.164481407,0,0.280708285,0.07684674,0.669182702,0.436933,0.316693617
16,0.556782353,0.530185577,0.579554189,0.12867809,0.444065857,0.529780564,0.613219094,0.210615273,0.280769231,0.392475615,0.7106204,0.196505828,0.253012048,0.773631841,0.771653543,0.337284483,0.69058296,0.333950046,0.658959538,0.666666667,0.088435374,0.307317073,0.056893976,0.765799257,0.46039604,0.113814757,0.187773204,0,0.177247014,0.6,0.516061085,0.517003462,0.684875747,0.572162082,0.609066094,0.580403117,0.953504889,0.407693376,0,0.25065746,0.192913972,0.49695802,0.315024503,0.541808204,0.685233199,0.108818895,0.098551764,0.147197964,0.395989995,0.585369244,0.376922298,0.376315876
17,0.536566711,0.900634249,0.434537535,0.119435999,0.309710906,0.653605016,0.82115814,0.184898452,0.732692308,0.620065026,0.700315457,0.154577107,0.298466594,0.293532338,0.699212598,0.377155172,0.479820628,0.437326549,0.554913295,0.694444444,0.068027211,0.463414634,0.297857831,0.446096654,0,0.145211931,0.642757924,0.070063759,0.290383407,0.3,0.547656661,0.373394097,0.878518614,0.860451766,0.207505706,0.588201273,0.845480436,0.400656961,0,0.225376617,0.104459075,0.639056027,0.483494386,0.58298516,0.344582539,0.378404527,0.299831593,0.259085372,0.962183896,0.958537054,0.357350872,0.577435617
18,0.707053366,0.318299272,0.455034589,0.172518666,0.272768881,0.517241379,0.558139535,0.230778328,0.2375,0.357640502,0.539432177,0.283158071,0.435377875,0.542288557,0.305511811,0.172413793,0.717488789,0.666975023,0.557514451,0.555555556,0.142857143,0.448780488,0.28446988,0.698884758,0.118811881,0,0.389844172,0.038880901,0,0.4,0.407231876,0.289047237,0.74561711,0.346488985,0.904224555,0.580849343,0.946868369,0.4562614,0,0.186498339,0.198566729,0.927904879,0.423181066,0.288092093,0.431344517,0.080343735,0.201914048,0.284956391,0.228959008,0.798636311,0,0.621749029
19,1,0.751703077,0.472200871,0.127374711,0.11826388,0.554858934,0.782741738,0.290640248,0.840384615,1,0.697608833,0.088888889,0.26286966,1,0.198425197,0.13362069,0.739910314,0.389454209,0.450867052,0.194444444,0.089795918,0.073170732,0.301204819,0.520446097,0.326732673,0.039246468,0.971967168,0.148020903,0.445003143,0.2,0.452869932,0.763759388,0.862949395,0.377078925,0.408311098,0.601355456,0.949453811,0.433835373,0,0.24175485,0.201023897,0.27617676,0.864184724,0.558820539,0.574723244,0.61996888,0.254506495,1,0.352958039,1,0.428171609,0.928908125
20,0.508623869,0.541930937,0.321803741,0.111763895,0.07691392,0.441222571,0.641982864,0.270000413,0.067307692,0.211333024,0.497581493,0.097274633,0.139649507,0.649253731,0.543307087,0.290948276,0.390134529,0.056429232,0.658959538,0.333333333,0.25170068,0.32195122,0.662650602,0.732342007,0.341584158,0.117739403,0.120469756,0.032010102,0.128221245,0.1,0.419519045,0.556434858,0.884520815,0.670848038,0.019619293,0.600894112,0.833887614,0.478933442,0,0.246296498,0.301371352,0.491021011,0.86836721,0.530293513,0.383992831,0.67147261,0.094426263,0.232982636,0.218600503,0.844481827,0.437171258,0.532225677
21,0.250853167,0.52020202,0.397002306,0.280964894,0.230482253,0.573667712,0.600979192,0.310913313,0.397115385,0.321644217,0.72807571,0.256883187,0.224534502,0.721393035,0.611023622,0,0.511210762,0.389454209,0.693641618,0.472222222,0.071428571,0.409756098,0.207496386,0.710037175,0.356435644,0.251177394,0.423285768,0.153702526,0.226272784,0.3,0.547656661,0.489376785,0.847384385,0.530777752,0.33565441,0.577994225,0.895873448,0.440746074,0,0.195552275,0.768258901,0.540387793,0.601059597,0.402062518,0.341629146,0.3822647,0.254777423,0.282440861,0.377685839,0.640754565,0.459901294,0.447793176
22,0.229329206,0.677472398,0.35895465,0.071951895,0.202011267,0.498432602,0.375764994,0.303404954,0.346153846,0.169530887,0.500211146,0.11572327,0,0.36318408,0.103937008,0.086206897,0.304932735,0.167437558,0.476878613,0.458333333,0.081632653,0.32195122,0,0.513011152,0.475247525,0,0.324535926,0.199023374,0.181018228,0.2,0.214147797,0.575518643,0.692945132,0.934955657,0.968351709,0.608315683,0.947167637,0.404017336,0,0.229460862,0.101283094,0.521117751,0.518442997,0.366852809,0.289139486,0.340038417,0.420053016,0.214229031,0.560420179,0.363162547,0.257011148,0.411430106
23,0.168568653,0.320178529,0.244683577,0.123494236,0.004281641,0.413009404,0.38372093,0.050118473,0.076923077,0.215977706,0.182449632,0,0.310514786,0.233830846,0.31023622,0.202047414,0.30044843,0.111933395,0.248554913,0.486111111,0.081632653,0.073170732,0.15060241,0,0,0.113814757,0.508797828,0.05103693,0.113136392,0.2,0.340179042,0.6246769,0.861094573,0.650421144,0.878800878,0.582132626,0.882534955,0.405682461,0,0.219138219,0.156671168,0.406680939,0.427389948,0.235591744,0.401309934,0.218244777,0.123133903,0.136503812,0.071204317,0.284221975,0.449357023,0.868816081
24,0.254002223,0.604651163,0.596464258,0.155533407,0.152725972,0.457680251,0.542418605,0.286893705,0.288461538,0.160241523,0.615467508,0.49690566,0.057502738,0.323383085,0.585826772,0.080818966,0.430493274,0.500462535,0.468208092,0.527777778,0.214285714,0.482926829,0,0.914498141,0.653465347,0.117739403,0.462393737,0.204572866,0.23947203,0.2,0.421274355,0.787080234,0.869116703,0.772292808,0.391219308,0.591288837,0.92920686,0.235732624,0,0.22911523,0.173313857,0.261709934,0.358111499,0.489761916,0.230006423,0.267722324,0.307459153,0.216115936,0.244966848,0.417545993,0.451803138,0.404524293
25,0.111418153,0.696030068,0.28132206,0.215482449,0.144557201,0.505015674,0.295593635,0.287409701,0.173076923,0.060380864,0.359411146,0.147589099,0.30230011,0.096517413,0.447244094,0.186961207,0.32735426,0.056429232,0.710982659,0.263888889,0.068027211,0.165853659,0.120481928,0.449814126,0.475247525,0.196232339,0.16163657,0.065941279,0.413576367,0.3,0.35948745,0.914151937,0.76402567,0.605382446,0.836751837,0.587225044,0.923768086,0.279042612,0,0.235531033,0.109487592,0.215927257,0.58799756,0.420171602,0.453529808,0.74103609,0.432544973,0.270630032,0.166025644,0.386742769,0.421317852,0.346824827
26,0.232121152,0.637068358,0.445810915,0.12544927,0.209410034,0.595611285,0.599143207,0.142414861,0.292307692,0.458894566,0.221871714,0.642348008,0.89101862,0.21641791,0.907086614,0.140086207,0.412556054,0.514338575,0.648554913,0.520833333,0.102040816,0.323902439,0.321285141,0.420074349,0.277227723,0.156985871,0.380603612,0.278301826,0.246385921,0.68,0.631911532,0.689630236,0.872972131,0.600361405,0.802878945,0.608918656,0.867205506,0.347572625,0,0.225401785,0.27806905,0.333106813,0.380731668,0.535473687,0.397798424,0.436771874,0.330312584,0.300840044,0.329845917,0.573764991,0.336018766,0.437517748
27,0.109794928,0.626262626,0.401229823,0.134282558,0.083055062,0.632915361,0.444308446,0.317853457,0,0.341384115,0.547634069,0.256603774,0.386089814,0.637562189,0.646456693,0.415948276,0.598654709,0.278445883,0.289017341,0.420138889,0.102040816,0.619512195,0.313253012,0.769516729,0.188118812,0.168759812,0.550574567,0.063721483,0.275298554,0.2,1,0.889470813,0.744345423,0.174120416,0.967486402,0.589214779,0.833627821,0.414073852,0,0.237197927,0.634887728,0.137175871,0.408511385,0.409313037,0.296605086,0.437996706,0.139723653,0.123099308,0.205078207,0.421211485,0.471648066,0.284928911
28,0.354057802,0.670425182,0.35485524,0.233895499,0.140879831,0.407523511,0.470624235,0.395252838,0.217307692,0.536460752,0.294216614,0.271530398,0.641840088,0.143532338,0.667716535,0.118534483,0.430493274,0.463459759,0.416763006,0.8125,0.306122449,0.351219512,0,0.423791822,0.336633663,0.125588697,0.61750221,0.097018433,0.193588938,0.3,0.351061962,0.534623022,0.848350347,0.360095243,0.572207936,0.578012727,0.740941927,0.40934502,0,0.221246331,0.172234773,0.503331482,0.427095287,0.460792292,0.493241877,0.470841301,0.749580523,0.175982706,0.607428373,0.57599275,0.422331242,0.43166034
29,0.230919966,0.608691567,0.585190879,0.127771637,0.18079493,0.632288401,0.795593635,0.36119711,0.442307692,0.745471435,0.896740273,0.216352201,0.169769989,0.415733333,0.648818898,0.107758621,0.68161435,0.333950046,0.398843931,0.569444444,0.234693878,0.204878049,0,0.334572491,0.534653465,0.039246468,0.320747569,0.268259889,0.188560654,0.3,0.687379322,0.581641742,0.824655877,0.521485855,0.274645775,0.611800135,0.800340295,0.358693881,0,0.141890709,0.261907731,0.426358422,0.622142697,0.601260187,0.38763414,0.568388054,0.724310287,0.265648594,0.58182559,0.755314932,0.468830119,0.435278195
30,0.142194496,0.67394879,0.356392519,0.0646945,0.349523918,0.319749216,0.584455324,0.748194014,0.417307692,0.514398514,0.36256572,0.325366876,0.295728368,0.317910448,0.113385827,0.530172414,0.443946188,0.444958372,0.693641618,0.625,0.149659864,0.497560976,0,0.6133829,0.193069307,0.078492936,0.422401818,0.053151022,0.39220616,0.386666667,0.307179217,0.85910592,0,0.251018108,0.301195314,0.575107343,0.846139364,0.246163014,0,0.136107124,1,0.167912454,0.522681331,0.288058162,0.355435148,0.331669821,0.286511458,0.116752442,0.32489343,0.349282604,0.423593804,0.107655694
31,0.207707851,0.630021142,0.449910325,0.177495166,0.214073751,0.077115987,0.747870257,0.507739938,0.413461538,0.65606131,0.126182965,0.080503145,0.199890471,0.589552239,0.113385827,0.245689655,0.080717489,0.333950046,0.358381503,0.111111111,0.238095238,0.048780488,0,0.200743494,0.217821782,0.078492936,0.477332997,0.182639161,0.271527341,0.9,0.120765315,0.074555735,0.862880712,0.490909708,0.530529341,0.605721009,0.917146749,0.365451396,0,0.137765679,0.529396424,1,0.413183722,0.434504138,0.306389142,0.782931191,0.350867741,0.38520311,0.189593684,0.648409669,0.506723117,0.484167596
32,0.150635265,0.634954193,0.378939277,0.155059445,0.12521473,0.407523511,0.774785802,0.181630547,0.476923077,0.60613098,0.275709779,0.275052411,0.213581599,0,0.837007874,0.340517241,0.284753363,0.444958372,0.543352601,0.690972222,0.081632653,0.404878049,0.100401606,0.539033457,0.118811881,0.117739403,0.296754641,0.035974025,0.324324324,0.28,0.14305775,0.409531017,0.890948506,0.312429305,0.725782066,0.584640303,0.817087806,0.363932104,0,0.12571347,0.339143904,0.68196511,0.781410444,0.552460839,0.628285329,0.523992256,0.267283234,0.29592044,0.647449251,0.471642497,0.508168661,0.5627465
33,0.140020673,0.462297393,0.383038688,0.257918723,0.249130603,0.647984796,0.825581395,0.175438596,0.557692308,0.863910822,0.574132492,0.518238994,0.272727273,0.562189055,0.403149606,0.438577586,0.68161435,0.777983349,0.595375723,0.465277778,0.091836735,0.097560976,0.491967871,0.423791822,0.089108911,0.117739403,0.292966284,0.1123456,0.138906348,0.406666667,0.245392312,0.45269226,0.842938169,0.397267077,0.495789129,0.580365076,0.749017427,0.282536157,0,0.113160382,0.600169193,0.641364743,0.495402093,0.448615743,0.011701296,0.83147817,0.340344633,0.184499358,0.284821363,0.627241891,0.55612605,0.477739553
34,0.14258407,0.384778013,0.30796823,0.452138246,0.170421028,0.460344828,0.503059976,0.308565531,0.096153846,0.444728286,0.357518402,0.161006289,0.355421687,0.445273632,0.85984252,0.380387931,0.421524664,0.61147086,0.572254335,0.465277778,0.241496599,0.185365854,0.261044177,0.256505576,0.252475248,0.384615385,0.547796439,0.033595671,0.199874293,0.28,0.433210462,0.663152822,0.773173512,0.788567687,0.613350372,0.557299383,0.767837207,0.387573401,0,0.119562541,0.933378207,0.313291486,0.268800018,0.3491009,0.4022548,0.155734937,0.492189256,0.178071696,0.198824678,0.491083901,0.585207689,0.25243945
35,0.021036994,0.286116984,0.482961824,0.194166441,0.108583168,0.231974922,0.417992656,0.111455108,0.278846154,0.183464933,0.132492114,0.201257862,0.353778751,0.343283582,0.113385827,0.396551724,0.139013453,0.722479186,0.624277457,0.069444444,0.173469388,0.307317073,0.130522088,0.24535316,0.475247525,0.074568289,0.36015406,0.057379207,0.138277813,0,0.056169914,0.864018067,0.762255028,0.48348001,0.75908809,0.61007008,0.908926844,0.267906651,0,0.102681504,0.627412423,0.145614727,0.471815906,0.384680678,0.252560123,0.32347496,0.427906862,0.193658777,0.063516401,0.299964241,0.449966066,0.46136508
36,0.306597305,0.398402631,0.541122214,0.127232516,0.152298207,0.164576803,0.802937576,0.144478844,0.363461538,0.071992569,0.321766562,0.197903564,0.512048193,0.199004975,0,0.25862069,0.255605381,0.555966698,0.38150289,0.201388889,0.06122449,0.482926829,0.542168675,0.501858736,0.118811881,0.313971743,0.588458139,0.16081116,0.285355123,0.5,0.238722134,0.528736714,0.859495351,0.669255354,0.823356896,0.607854339,0.763640038,0.039005071,0,0.08460334,0.718773567,0.442193682,0.356836304,0.337575789,0.270736103,0.143712477,0.239092821,0.159116263,0.270019354,0.223687108,0.517262118,0.057980948
37,0.244003158,0.378670425,0.477068921,0.284761964,1,0.441065831,0.585067319,0.646542828,0,0.15211333,0.588853838,0.674213836,0.581599124,0.415422886,0.330708661,0.215517241,0.376681614,0.278445883,0.427745665,0.944444444,0.462585034,0.487804878,0.62248996,0.483271375,0,0.039246468,0.487435282,0.008226566,0.397234444,0.4,0.410040372,0.903030516,0.849557368,0.564779072,0.659352355,0.580739751,0.835461889,0,0,0.093977641,0.509779009,0.03964225,0.519112617,0.314022183,0.384015245,0.278344045,0.31912447,0.180964144,0.387027741,0.857713191,0.597835773,0.381501706
38,0.257486962,0.667606296,0.352036895,0.117652754,0.303765091,0.406269592,0.636474908,0.416408669,0.163461538,0.419647004,0.638906414,0.368972746,0.243702081,0.23358209,0,0.163793103,0.421524664,0.61147086,0.606936416,0.305555556,0.324442177,0.395121951,0.457831325,0.63197026,0.118811881,0.350078493,0.762722566,0.022496688,0.292897549,0.46,0.24504125,0.557414912,0.740424373,0.283288803,0.679279011,0.552747884,0.807625283,0.204416742,0,0.030046136,0.440326513,0.361510022,0.787701399,0.664539451,0.467101681,0.411599849,0.520896896,0.438127709,0.168666118,0.468325607,0.54923391,0.174523305
